TagName	Sprache	Uebersetzung	creation date yyyymmdd	Position
LangTagCountrySenegal	eng	Senegal	date20100517

LangTagCountrySerbiaAndMontenegro	deu	Serbien-Montenegro	date20100517
LangTagCountrySerbiaAndMontenegro	eng	Serbia and Montenegro	date20100517

LangTagCountrySeychelles	deu	Seychelles	date20100517
LangTagCountrySeychelles	eng	Seychelles	date20100517

LangTagCountrySierraLeone	deu	Sierra Leone	date20100517
LangTagCountrySierraLeone	eng	Sierra Leone	date20100517

LangTagCountryZimbabwe	deu	Simbabwe	date20100517
LangTagCountryZimbabwe	eng	Zimbabwe	date20100517

LangTagCountrySingapore	deu	Singapur	date20100517
LangTagCountrySingapore	eng	Singapore	date20100517

LangTagCountrySlovakia	deu	Slovakei	date20100517
LangTagCountrySlovakia	eng	Slovakia	date20100517

LangTagCountrySlovenia	deu	Slovenien	date20100517
LangTagCountrySlovenia	eng	Slovenia	date20100517

LangTagCountrySomalia	deu	Somalia	date20100517
LangTagCountrySomalia	eng	Somalia	date20100517

LangTagCountrySpain	deu	Spanien	date20100517
LangTagCountrySpain	eng	Spain	date20100517

LangTagCountrySriLanka	deu	Sri Lanka	date20100517
LangTagCountrySriLanka	eng	Sri Lanka	date20100517

LangTagCountrySaintHelena	deu	St. Helena	date20100517
LangTagCountrySaintHelena	eng	Saint Helena	date20100517

LangTagCountrySaintKittsAndNevis	deu	St. Kitts und Nevis	date20100517
LangTagCountrySaintKittsAndNevis	eng	Saint Kitts and Nevis	date20100517

LangTagCountrySaintLucia	deu	St Lucia	date20100517
LangTagCountrySaintLucia	eng	Saint Lucia	date20100517

LangTagCountrySaintPierreAndMiquelon	deu	St. Peirre und Miquelon	date20100517
LangTagCountrySaintPierreAndMiquelon	eng	Saint Pierre and Miquelon	date20100517

LangTagCountrySaintVincentAndTheGrenadines	deu	St. Vincent und die Grenadinen	date20100517
LangTagCountrySaintVincentAndTheGrenadines	eng	Saint Vincent and the Grenadines	date20100517

LangTagCountrySouthAfrica	deu	Suedafrika	date20100517
LangTagCountrySouthAfrica	eng	South Africa	date20100517

LangTagCountrySudan	deu	Sudan	date20100517
LangTagCountrySudan	eng	Sudan	date20100517

LangTagCountrySouthGeorgiaAndTheSouthSandwichIslands	deu	Sudgeorgien und Sudsandwitsch-Inseln	date20100517
LangTagCountrySouthGeorgiaAndTheSouthSandwichIslands	eng	South Georgia and the South Sandwich Islands	date20100517

LangTagCountrySuriname	deu	Suriname	date20100517
LangTagCountrySuriname	eng	Suriname	date20100517

LangTagCountrySvalbardJanMayen	deu	Svalbard & Jan Mayen	date20100517
LangTagCountrySvalbardJanMayen	eng	Svalbard & Jan Mayen	date20100517

LangTagCountrySwaziland	deu	Swasiland	date20100517
LangTagCountrySwaziland	eng	Swaziland	date20100517

LangTagCountrySyrianArabRepublic	deu	Syrien, Arabische Republik	date20100517
LangTagCountrySyrianArabRepublic	eng	Syrian Arab Republic	date20100517

LangTagCountryTajikistan	deu	Tadschikistan	date20100517
LangTagCountryTajikistan	eng	Tajikistan	date20100517

LangTagCountryTaiwan	deu	Taiwan	date20100517
LangTagCountryTaiwan	eng	Taiwan	date20100517

LangTagCountryTanzaniaUnitedRepublic	deu	Tansania, Vereinigte Republik	date20100517
LangTagCountryTanzaniaUnitedRepublic	eng	Tanzania, United Republic of	date20100517

LangTagCountryThailand	deu	Thailand	date20100517
LangTagCountryThailand	eng	Thailand	date20100517

LangTagCountryTogo	deu	Togo	date20100517
LangTagCountryTogo	eng	Togo	date20100517

LangTagCountryTokelau	deu	Tokelau	date20100517
LangTagCountryTokelau	eng	Tokelau	date20100517

LangTagCountryTonga	deu	Tonga	date20100517
LangTagCountryTonga	eng	Tonga	date20100517

LangTagCountryTrinidadAndTobago	deu	Trinidad und Tobago	date20100517
LangTagCountryTrinidadAndTobago	eng	Trinidad and Tobago	date20100517

LangTagCountryChad	deu	Tschad	date20100517
LangTagCountryChad	eng	Chad	date20100517

LangTagCountryCzechRepublic	deu	Tschechische Republik	date20100517
LangTagCountryCzechRepublic	eng	Czech Republic	date20100517

LangTagCountryTunisia	deu	Tunesien	date20100517
LangTagCountryTunisia	eng	Tunisia	date20100517

LangTagCountryTurkey	deu	Tuerkei	date20100517
LangTagCountryTurkey	eng	Turkey	date20100517

LangTagCountryTurkmenistan	deu	Turkmenistan	date20100517
LangTagCountryTurkmenistan	eng	Turkmenistan	date20100517

LangTagCountryTurksAndCaicosIslands	deu	Turks- und Caicos-Inseln	date20100517
LangTagCountryTurksAndCaicosIslands	eng	Turks and Caicos Islands	date20100517

LangTagCountryTuvalu	deu	Tuvalu	date20100517
LangTagCountryTuvalu	eng	Tuvalu	date20100517

LangTagCountryUganda	deu	Uganda	date20100517
LangTagCountryUganda	eng	Uganda	date20100517

LangTagCountryUkraine	deu	Ukraine	date20100517
LangTagCountryUkraine	eng	Ukraine	date20100517

LangTagCountryHungary	deu	Ungarn	date20100517
LangTagCountryHungary	eng	Hungary	date20100517

LangTagCountryUruguay	deu	Uruguay	date20100517
LangTagCountryUruguay	eng	Uruguay	date20100517

LangTagCountryUzbekistan	deu	Uzbekistan	date20100517
LangTagCountryUzbekistan	eng	Uzbekistan	date20100517

LangTagCountryVirginIslandsUS	deu	US-Jungferninseln	date20100517
LangTagCountryVirginIslandsUS	eng	Virgin Islands, U.S	date20100517

LangTagCountryVanuatu	deu	Vanuatu	date20100517
LangTagCountryVanuatu	eng	Vanuatu	date20100517

LangTagCountryVenezuela	deu	Venezuela	date20100517
LangTagCountryVenezuela	eng	Venezuela	date20100517

LangTagCountryUnitedArabEmirates	deu	Vereinigte Arabische Emiraten	date20100517
LangTagCountryUnitedArabEmirates	eng	United Arab Emirates	date20100517

LangTagCountryUnitedKingdom	deu	Vereinigtes Koenigreich	date20100517
LangTagCountryUnitedKingdom	eng	United Kingdom	date20100517

LangTagCountryUnitedStates	deu	Vereinigte Staaten	date20100517
LangTagCountryUnitedStates	eng	United States	date20100517

LangTagCountryVietNam	deu	Vietnam	date20100517
LangTagCountryVietNam	eng	Viet Nam	date20100517

LangTagCountryWallisAndFutuna	deu	Wallis und Futuna	date20100517
LangTagCountryWallisAndFutuna	eng	Wallis and Futuna	date20100517

LangTagCountryChristmasIsland	deu	Weinachtsinseln	date20100517
LangTagCountryChristmasIsland	eng	Christmas Island	date20100517

LangTagCountryBelarus	deu	Weissrussland	date20100517
LangTagCountryBelarus	eng	Belarus	date20100517

LangTagCountryWesternSahara	deu	Westsahara	date20100517
LangTagCountryWesternSahara	eng	Western Sahara	date20100517

LangTagCountryCentralAfricanRepublic	deu	Zentranafrikanische Republik	date20100517
LangTagCountryCentralAfricanRepublic	eng	Central African Republic	date20100517

LangTagCountryCyprus	deu	Zypern	date20100517
LangTagCountryCyprus	eng	Cyprus	date20100517
//End Countries

				
				
//  GS ShopBuilder, Copyright (c) 2006 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!				
